qName	blockSizes	CostaRica/01/2020	CostaRica/02/2020	Spain/Albacete-COV003776/2020	Spain/Madrid_H12_2309/2020
r24160s1p31469	2	0	0	0	0
r24160s1p31469	2	0	0	0	0
r24160s1p31469	2	0	0	0	0
r24160s1p31469	2	0	0	0	0
r24160s1p31469	2	0	0	0	0
r24160s1p31469	2	0	0	0	0
r24161s1p9266	254	0	0	0	0
r24162s1p10594	291	0	0	0	0
r24163s1p8048	289	0	0	0	0
r24164s1p2018	289	0	0	0	0
r24165s1p12534	288	0	0	0	0
r24166s1p14603	290	0	0	0	0
r24167s1p1527	289	0	0	0	0
r24168s1p2730	291	0	0	0	0
r24169s1p6435	291	0	0	0	0
r24170s1p9134	186	0	0	0	0
r24171s1p4024	291	0	0	0	0
r24172s1p3903	291	0	0	0	0
r24173s1p19766	290	0	0	0	0
r24174s1p10546	292	0	0	0	0
r24175s1p20776	148	0	0	0	0
r24177s1p12878	144	0	0	0	0
r24178s1p28987	289	0	0	0	0
r24179s1p9365	291	0	0	0	0
r24180s1p19552	290	0	0	0	0
r24181s1p25586	292	0	0	0	0
r24182s1p16208	268	0	0	0	0
r24184s1p9247	236	0	0	0	0
r24185s1p12467	288	0	0	0	0
r24186s1p11881	285	0	0	0	0
r24187s1p4088	290	0	0	0	0
r24188s1p14649	291	0	0	0	0
r24189s1p18514	290	0	0	0	0
r24190s1p31014	286	0	0	0	0
r24191s1p7075	213	0	0	1	1
r24192s1p1652	289	0	0	0	0
r24193s1p3126	181	0	0	0	0
r24194s1p29195	288	0	0	0	0
r24195s1p17122	290	0	0	0	0
r24196s1p29320	291	0	0	0	0
r24198s1p539	170	0	0	0	0
r24199s1p5016	289	0	0	0	0
r24200s1p19312	289	0	0	0	0
r24201s1p26911	289	0	0	0	0
r24203s1p28665	291	0	0	0	0
r24204s1p5535	290	0	0	0	0
r24205s1p14505	290	0	0	0	0
r24207s1p15401	289	0	0	0	0
r24208s1p25708	203	0	0	0	0
r24209s1p25200	191	0	0	0	0
r24210s1p4060	290	0	0	0	0
r24211s1p16713	290	0	0	0	0
r24212s1p3381	290	0	0	0	0
r24213s1p15434	289	0	0	0	0
r24214s1p24194	294	0	0	0	0
r24215s1p29384	288	0	0	0	0
r24216s1p7130	267	0	0	1	1
r24218s1p2548	292	0	0	0	0
r24219s1p27638	288	0	0	0	0
r24220s1p9451	210	0	0	0	0
r24221s1p2715	292	0	0	0	0
r24222s1p22049	290	0	0	0	0
r24223s1p675	290	0	0	0	0
r24224s1p4344	289	0	0	0	0
r24225s1p19403	289	0	0	0	0
r24226s1p5286	291	0	0	0	0
r24227s1p404	39	0	0	0	0
r24228s1p19959	290	0	0	0	0
r24229s1p20001	290	0	0	0	0
r24230s1p6102	289	0	0	0	0
r24231s1p20145	289	0	0	0	0
r24232s1p23834	239	0	0	0	0
r24233s1p5471	288	0	0	0	0
r24234s1p28149	290	0	0	0	0
r24235s1p23204	187	0	0	0	0
r24236s1p14616	290	0	0	0	0
r24237s1p8527	289	0	0	0	0
r24238s1p2341	294	0	0	0	0
r24240s1p12065	287	0	0	1	0
r24241s1p4415	289	0	0	0	0
r24244s1p9674	202	0	0	0	0
r24245s1p19692	291	0	0	0	0
r24246s1p15366	290	0	0	0	0
r24247s1p13541	290	0	0	0	0
r24248s1p2616	291	0	0	0	0
r24249s1p21963	288	0	0	0	0
r24250s1p10300	291	0	0	0	0
r24251s1p30426	282	0	0	0	0
r24252s1p16650	290	0	0	0	0
r24253s1p2908	289	0	0	0	0
r24255s1p20175	289	0	0	0	0
r24256s1p1279	289	0	0	0	0
r24257s1p14426	292	0	0	0	0
r24258s1p3282	241	0	0	0	0
r24259s1p22650	290	0	0	0	0
r24260s1p16860	292	0	0	0	0
r24261s1p23519	211	0	1	1	1
r24262s1p1332	288	0	0	0	0
r24263s1p11013	290	0	0	0	0
r24264s1p17174	289	0	0	0	0
r24265s1p30590	286	0	0	0	0
r24266s1p20474	290	0	0	0	0
r24267s1p6897	144	0	0	0	0
r24268s1p9847	290	0	0	0	0
r24269s1p2217	292	0	0	0	0
r24270s1p31096	288	0	0	0	0
r24271s1p2951	258	0	0	0	0
r24272s1p28233	291	0	0	0	0
r24273s1p11436	288	0	0	0	0
r24274s1p9253	242	0	0	0	0
r24275s1p30760	288	0	0	0	0
r24276s1p28148	290	0	0	0	0
r24277s1p22444	290	0	0	0	0
r24278s1p4492	289	0	0	0	0
r24279s1p7656	289	0	0	0	0
r24280s1p9270	258	0	0	0	0
r24281s1p18520	289	0	0	0	0
r24282s1p9951	289	0	0	0	0
r24284s1p16878	292	0	0	0	0
r24285s1p24660	290	0	0	0	0
r24286s1p28616	291	0	0	0	0
r24287s1p5534	290	0	0	0	0
r24289s1p10882	289	0	0	0	0
r24291s1p21594	291	0	0	0	0
r24292s1p8882	289	0	0	0	0
r24293s1p28792	290	0	0	0	0
r24294s1p8478	290	0	0	0	0
r24295s1p20677	147	0	0	0	0
r24296s1p29021	287	0	0	0	0
r24297s1p6337	291	0	0	0	0
r24298s1p23733	145	0	0	0	0
r24299s1p23416	204	0	1	1	1
r24300s1p1955	289	0	0	0	0
r24301s1p16190	250	0	0	0	0
r24302s1p14138	290	0	0	0	0
r24303s1p16793	291	0	0	0	0
r24304s1p6837	159	0	0	0	0
r24305s1p28538	290	0	0	0	0
r24306s1p2364	292	0	0	0	0
r24307s1p6365	289	0	0	0	0
r24308s1p4893	287	0	0	0	0
r24309s1p21355	242	0	0	0	0
r24310s1p23031	290	0	0	0	0
r24311s1p28315	289	0	0	0	0
r24312s1p5511	290	0	0	0	0
r24313s1p25845	98	0	0	0	0
r24314s1p11623	290	0	0	0	0
r24315s1p16966	292	0	0	0	0
r24316s1p18489	289	0	0	0	0
r24317s1p15999	177	0	0	0	0
r24318s1p4896	288	0	0	0	0
r24319s1p12461	288	0	0	0	0
r24320s1p899	289	0	0	0	0
r24321s1p24283	294	0	0	0	0
r24322s1p21328	242	0	0	0	0
r24323s1p24423	291	0	0	0	0
r24324s1p16765	290	0	0	0	0
r24325s1p2126	290	0	0	0	0
r24326s1p17863	290	0	0	0	0
r24327s1p6997	141	0	0	0	0
r24328s1p21827	289	0	0	0	0
r24329s1p31250	212	0	0	0	0
r24330s1p17993	290	0	0	0	0
r24331s1p28248	290	0	0	0	0
r24332s1p5362	290	0	0	0	0
r24333s1p27569	290	0	0	0	0
r24334s1p20911	203	0	0	0	0
r24335s1p14098	290	0	0	0	0
r24337s1p31419	50	0	0	0	0
r24338s1p26743	291	0	0	0	0
r24339s1p6250	290	0	0	0	0
r24340s1p25098	290	0	0	0	0
r24341s1p24488	289	0	0	0	0
r24342s1p1748	289	0	0	0	0
r24343s1p5416	290	0	0	0	0
r24344s1p20807	148	0	0	0	0
r24345s1p8811	290	0	0	0	0
r24346s1p16023	176	0	0	0	0
r24347s1p27376	289	0	0	0	0
r24348s1p16130	193	0	0	0	0
r24349s1p14070	290	0	0	0	0
r24350s1p27252	289	0	0	0	0
r24351s1p19989	289	0	0	0	0
r24352s1p5706	171	0	0	0	0
r24354s1p24412	291	0	0	0	0
r24355s1p12393	288	0	0	0	0
r24356s1p20576	244	0	0	0	0
r24357s1p2379	292	0	0	0	0
r24358s1p6281	289	0	0	0	0
r24359s1p18174	289	0	0	0	0
r24360s1p17101	290	0	0	0	0
r24361s1p24335	293	0	0	0	0
r24362s1p12439	287	0	0	0	0
r24364s1p20938	203	0	0	0	0
r24365s1p6700	289	0	0	0	0
r24366s1p31251	211	0	0	0	0
r24367s1p9206	196	0	0	0	0
r24368s1p20026	289	0	0	0	0
r24369s1p26191	233	0	0	0	0
r24370s1p26694	290	0	0	0	0
r24371s1p27576	290	0	0	0	0
r24372s1p2220	292	0	0	0	0
r24373s1p13623	291	0	0	0	0
r24375s1p17608	290	0	0	0	0
r24376s1p17171	289	0	0	0	0
r24377s1p3017	194	0	0	0	0
r24378s1p20929	203	0	0	0	0
r24379s1p31081	288	0	0	0	0
r24380s1p17604	290	0	0	0	0
r24381s1p18471	290	0	0	0	0
r24382s1p2395	292	0	0	0	0
r24383s1p15237	288	0	0	0	0
r24384s1p25479	221	0	0	0	0
r24385s1p3918	291	0	0	0	0
r24386s1p30684	287	0	0	0	0
r24387s1p17362	291	0	0	0	0
r24388s1p19734	290	0	0	0	0
r24389s1p31284	181	0	0	0	0
r24391s1p23735	145	0	0	0	0
r24393s1p22455	289	0	0	0	0
r24394s1p22019	289	0	0	0	0
r24395s1p5884	145	0	0	0	0
r24396s1p20590	231	0	0	0	0
r24397s1p8972	217	0	0	0	0
r24398s1p12674	239	0	0	0	0
r24399s1p3816	290	0	0	0	0
r24400s1p4560	289	0	0	0	0
r24401s1p31158	288	0	0	0	0
r24402s1p648	274	0	0	0	0
r24403s1p24816	291	0	0	0	0
r24404s1p6613	287	0	0	0	0
r24405s1p3862	290	0	0	0	0
r24406s1p14359	292	0	0	0	0
r24407s1p8695	289	0	0	0	0
r24408s1p27274	289	0	0	0	0
r24409s1p24586	289	0	0	0	0
r24410s1p23162	227	0	0	0	0
r24411s1p30995	287	0	0	0	0
r24412s1p11882	285	0	0	0	0
r24413s1p27064	290	0	0	0	0
r24414s1p23428	216	0	1	1	1
r24415s1p11239	290	0	0	0	0
r24416s1p21602	291	0	0	0	0
r24417s1p26337	156	0	0	0	0
r24418s1p3582	289	0	0	0	0
r24420s1p22585	290	0	0	0	0
r24421s1p27498	289	0	0	0	0
r24422s1p28108	291	0	0	0	0
r24423s1p17844	290	0	0	0	0
r24424s1p13189	291	0	0	0	0
r24425s1p23140	248	0	0	0	0
r24426s1p1038	290	0	0	0	0
r24427s1p11743	291	0	0	0	0
r24428s1p20301	289	0	0	0	0
r24429s1p29714	288	0	0	0	0
r24430s1p28064	291	0	0	0	0
r24431s1p18836	288	0	0	0	0
r24433s1p29050	288	0	0	0	0
r24434s1p15921	185	0	0	0	0
r24435s1p16322	291	0	0	0	0
r24436s1p7712	290	0	0	0	0
r24437s1p22679	289	0	0	0	0
r24438s1p11286	290	0	0	0	0
r24439s1p8018	289	0	0	0	0
r24440s1p4627	290	0	0	0	0
r24441s1p31278	187	0	0	0	0
r24442s1p10148	291	0	0	0	0
r24443s1p26519	214	0	0	0	0
r24444s1p18249	290	0	0	0	0
r24445s1p10509	292	0	0	0	0
r24446s1p18133	290	0	0	0	0
r24447s1p2352	293	0	0	0	0
r24448s1p25461	204	0	0	0	0
r24449s1p15689	289	0	0	0	0
r24450s1p17766	291	0	0	0	0
r24451s1p24058	289	0	0	0	0
r24452s1p22544	290	0	0	0	0
r24454s1p14832	291	0	0	0	0
r24455s1p21680	291	0	0	0	0
r24456s1p25112	276	0	0	0	0
r24457s1p1659	290	0	0	0	0
r24458s1p7257	290	0	0	1	1
r24460s1p13398	291	0	0	0	0
r24461s1p17213	291	0	0	0	0
r24462s1p23012	289	0	0	0	0
r24463s1p15039	291	0	0	0	0
r24464s1p16757	290	0	0	0	0
r24466s1p13448	290	0	0	0	0
r24467s1p23263	186	0	0	0	0
r24468s1p7923	289	0	0	0	0
r24469s1p2415	292	0	0	0	0
r24470s1p30937	288	0	0	0	0
r24471s1p3090	181	0	0	0	0
r24472s1p17089	290	0	0	0	0
r24473s1p24098	290	0	0	0	0
r24474s1p25560	290	0	0	0	0
r24475s1p30609	287	0	0	0	0
r24476s1p8658	290	0	0	0	0
r24477s1p2499	293	0	0	0	0
r24479s1p27400	289	0	0	0	0
r24480s1p1780	289	0	0	0	0
r24481s1p2988	222	0	0	0	0
r24482s1p23025	290	0	0	0	0
r24483s1p12039	286	0	0	1	0
r24484s1p26572	255	0	0	0	0
r24485s1p21979	288	0	0	0	0
r24486s1p7746	290	0	0	0	0
r24487s1p19558	290	0	0	0	0
r24488s1p26192	233	0	0	0	0
r24489s1p21134	111	0	0	0	0
r24491s1p5564	290	0	0	0	0
r24492s1p6093	289	0	0	0	0
r24493s1p26556	251	0	0	0	0
r24495s1p8775	289	0	0	0	0
r24496s1p30295	287	0	0	0	0
r24497s1p9158	186	0	0	0	0
r24498s1p28464	290	0	0	0	0
r24499s1p15792	290	0	0	0	0
r24500s1p8195	290	0	0	0	0
r24502s1p22791	291	0	0	0	0
r24503s1p12257	291	0	0	0	0
r24505s1p1993	289	0	0	0	0
r24506s1p29404	288	0	0	0	0
r24507s1p23250	185	0	0	0	0
r24508s1p6850	146	0	0	0	0
r24509s1p30043	291	0	0	0	0
r24510s1p6945	142	0	0	0	0
r24513s1p1474	289	0	0	0	0
r24514s1p4605	289	0	0	0	0
r24515s1p25818	124	0	0	0	0
r24516s1p28327	289	0	0	0	0
r24517s1p3854	290	0	0	0	0
r24518s1p10926	289	0	0	0	0
r24519s1p6210	290	0	0	0	0
r24520s1p4914	288	0	0	0	0
r24521s1p7138	274	0	0	1	1
r24522s1p6333	291	0	0	0	0
r24523s1p26714	290	0	0	0	0
r24524s1p29846	291	0	0	0	0
r24525s1p21588	291	0	0	0	0
r24526s1p24414	291	0	0	0	0
r24527s1p31282	183	0	0	0	0
r24528s1p23129	259	0	0	0	0
r24529s1p26202	233	0	0	0	0
r24530s1p15713	289	0	0	0	0
r24531s1p10460	291	0	0	0	0
r24532s1p3325	283	0	0	0	0
r24533s1p13970	291	0	0	0	0
r24534s1p19633	290	0	0	0	0
r24536s1p5397	290	0	0	0	0
r24537s1p18801	289	0	0	0	0
r24538s1p3521	290	0	0	0	0
r24539s1p29680	288	0	0	0	0
r24540s1p21788	290	0	0	0	0
r24541s1p28609	289	0	0	0	0
r24542s1p7293	292	0	0	1	1
r24543s1p25559	290	0	0	0	0
r24544s1p31014	286	0	0	0	0
r24545s1p11087	289	0	0	0	0
r24546s1p18735	290	0	0	0	0
r24547s1p28550	289	0	0	0	0
r24548s1p1781	290	0	0	0	0
r24549s1p1391	288	0	0	0	0
r24550s1p18605	289	0	0	0	0
r24552s1p5449	289	0	0	0	0
r24553s1p30716	291	0	0	0	0
r24554s1p28377	289	0	0	0	0
r24555s1p23412	200	0	1	1	1
r24556s1p18488	290	0	0	0	0
r24557s1p8939	248	0	0	0	0
r24558s1p13020	239	0	0	0	0
r24559s1p28951	289	0	0	0	0
r24560s1p15375	290	0	0	0	0
r24561s1p11023	289	0	0	0	0
r24562s1p16681	288	0	0	0	0
r24563s1p13728	290	0	0	0	0
r24564s1p16734	291	0	0	0	0
r24565s1p12348	288	0	0	0	0
r24566s1p626	252	0	0	0	0
r24567s1p10777	289	0	0	0	0
r24568s1p23512	218	0	1	1	1
r24569s1p11041	290	0	0	0	0
r24570s1p8253	289	0	0	0	0
r24571s1p14772	291	0	0	0	0
r24572s1p3892	290	0	0	0	0
r24573s1p26414	155	0	0	0	0
r24574s1p11641	290	0	0	0	0
r24575s1p22341	291	0	0	0	0
r24576s1p10574	291	0	0	0	0
r24577s1p18661	288	0	0	0	0
r24578s1p21929	288	0	0	0	0
r24579s1p12234	292	0	0	0	0
r24580s1p29374	289	0	0	0	0
r24581s1p5790	144	0	0	0	0
r24582s1p7457	291	0	0	0	0
r24583s1p21500	291	0	0	0	0
r24584s1p14231	290	0	0	0	0
r24585s1p25814	128	0	0	0	0
r24587s1p9129	186	0	0	0	0
r24588s1p14142	290	0	0	0	0
r24589s1p23664	145	0	1	1	1
r24590s1p19369	289	0	0	0	0
r24591s1p9585	195	0	0	0	0
r24592s1p28913	290	0	0	0	0
r24593s1p3780	291	0	0	0	0
r24594s1p11068	289	0	0	0	0
r24595s1p12236	292	0	0	0	0
r24596s1p14816	291	0	0	0	0
r24597s1p12778	143	0	0	0	0
r24598s1p30998	287	0	0	0	0
r24599s1p28224	290	0	0	0	0
r24600s1p21343	242	0	0	0	0
r24601s1p20371	289	0	0	0	0
r24602s1p24904	291	0	0	0	0
r24603s1p23241	185	0	0	0	0
r24604s1p11072	289	0	0	0	0
r24605s1p10451	290	0	0	0	0
r24606s1p16201	261	0	0	0	0
r24607s1p19814	291	0	0	0	0
r24608s1p1331	288	0	0	0	0
r24609s1p30585	286	0	0	0	0
r24610s1p30848	290	0	0	0	0
r24611s1p6518	290	0	0	0	0
r24612s1p14573	289	0	0	0	0
r24613s1p18882	290	0	0	0	0
r24614s1p4409	289	0	0	0	0
r24615s1p6241	290	0	0	0	0
r24616s1p24376	292	0	0	0	0
r24617s1p11243	290	0	0	0	0
r24618s1p27279	289	0	0	0	0
r24619s1p19648	290	0	0	0	0
r24620s1p7817	291	0	0	0	0
r24621s1p8159	290	0	0	0	0
r24622s1p27481	289	0	0	0	0
r24623s1p22426	289	0	0	0	0
r24624s1p16543	290	0	0	0	0
r24625s1p19265	289	0	0	0	0
r24626s1p19015	289	0	0	0	0
r24627s1p7509	290	0	0	0	0
r24628s1p29112	289	0	0	0	0
r24629s1p25981	94	0	0	0	0
r24630s1p9251	240	0	0	0	0
r24631s1p30715	290	0	0	0	0
r24632s1p14207	290	0	0	0	0
r24633s1p24885	290	0	0	0	0
r24634s1p9635	194	0	0	0	0
r24635s1p17249	290	0	0	0	0
r24636s1p23321	185	0	0	0	0
r24637s1p20935	203	0	0	0	0
r24638s1p6075	289	0	0	0	0
r24639s1p30484	284	0	0	0	0
r24640s1p9671	199	0	0	0	0
r24641s1p1444	289	0	0	0	0
r24642s1p765	289	0	0	0	0
r24643s1p26224	223	0	0	0	0
r24644s1p6004	261	0	0	0	0
r24646s1p6659	289	0	0	0	0
r24648s1p28692	290	0	0	0	0
r24649s1p28221	290	0	0	0	0
r24650s1p26019	130	0	0	0	0
r24652s1p20652	171	0	0	0	0
r24653s1p10013	290	0	0	0	0
r24654s1p17242	291	0	0	0	0
r24655s1p6307	290	0	0	0	0
r24657s1p21792	290	0	0	0	0
r24658s1p21782	290	0	0	0	0
r24659s1p7013	153	0	0	0	0
r24660s1p18420	288	0	0	0	0
r24661s1p17544	290	0	0	0	0
r24662s1p1340	288	0	0	0	0
r24663s1p11384	289	0	0	0	0
r24664s1p23050	289	0	0	0	0
r24665s1p27155	289	0	0	0	0
r24666s1p30092	289	0	0	0	0
r24667s1p2553	292	0	0	0	0
r24668s1p30020	290	0	0	0	0
r24669s1p22398	288	0	0	0	0
r24670s1p7634	289	0	0	0	0
r24671s1p16475	291	0	0	0	0
r24672s1p13155	291	0	0	0	0
r24673s1p21214	138	0	0	0	0
r24674s1p10691	289	0	0	0	0
r24675s1p7529	291	0	0	0	0
r24676s1p24144	291	0	0	0	0
r24677s1p18782	289	0	0	0	0
r24678s1p18506	290	0	0	0	0
r24679s1p13997	290	0	0	0	0
r24680s1p2401	292	0	0	0	0
r24681s1p9365	291	0	0	0	0
r24682s1p9560	194	0	0	0	0
r24683s1p2043	289	0	0	0	0
r24684s1p24049	289	0	0	0	0
r24685s1p8552	290	0	0	0	0
r24686s1p16975	293	0	0	0	0
r24687s1p22235	291	0	0	0	0
r24688s1p16070	176	0	0	0	0
r24689s1p21827	289	0	0	0	0
r24690s1p13108	290	0	0	0	0
r24691s1p3265	225	0	0	0	0
r24692s1p14857	293	0	0	0	0
r24693s1p4346	288	0	0	0	0
r24694s1p24044	290	0	0	0	0
r24695s1p8599	290	0	0	0	0
r24696s1p3487	289	0	0	0	0
r24697s1p13937	291	0	0	0	0
r24698s1p31103	289	0	0	0	0
r24700s1p3329	287	0	0	0	0
r24701s1p23763	171	0	0	0	0
r24702s1p17990	291	0	0	0	0
r24703s1p25213	178	0	0	0	0
r24704s1p10765	290	0	0	0	0
r24705s1p11743	291	0	0	0	0
r24706s1p6526	289	0	0	0	0
r24707s1p3832	290	0	0	0	0
r24708s1p3244	204	0	0	0	0
r24709s1p22603	290	0	0	0	0
r24710s1p14882	292	0	0	0	0
r24711s1p14416	291	0	0	0	0
r24712s1p15379	290	0	0	0	0
r24713s1p13502	290	0	0	0	0
r24714s1p23197	194	0	0	0	0
r24715s1p19005	290	0	0	0	0
r24716s1p21838	288	0	0	0	0
r24717s1p11192	288	0	0	0	0
r24718s1p6082	290	0	0	0	0
r24719s1p21040	159	0	0	0	0
r24720s1p14592	290	0	0	0	0
r24721s1p1050	289	0	0	0	0
r24722s1p2652	292	0	0	0	0
r24723s1p12442	287	0	0	0	0
r24724s1p28928	288	0	0	0	0
r24725s1p7138	274	0	0	1	1
r24726s1p1146	290	0	0	0	0
r24727s1p13355	290	0	0	0	0
r24728s1p13453	290	0	0	0	0
r24729s1p20226	290	0	0	0	0
r24730s1p10044	290	0	0	0	0
r24731s1p13894	292	0	0	0	0
r24732s1p28659	290	0	0	0	0
r24733s1p12438	287	0	0	0	0
r24734s1p10367	291	0	0	0	0
r24735s1p24208	293	0	0	0	0
r24736s1p22051	290	0	0	0	0
r24737s1p23077	290	0	0	0	0
r24738s1p1658	290	0	0	0	0
r24739s1p25765	147	0	0	0	0
r24740s1p18196	291	0	0	0	0
r24741s1p17325	291	0	0	0	0
r24742s1p6433	291	0	0	0	0
r24743s1p27883	290	0	0	0	0
r24744s1p25056	291	0	0	0	0
r24745s1p19276	289	0	0	0	0
r24746s1p16240	291	0	0	0	0
r24747s1p13516	291	0	0	0	0
r24748s1p16343	291	0	0	0	0
r24749s1p17210	291	0	0	0	0
r24751s1p2347	294	0	0	0	0
r24752s1p29956	291	0	0	0	0
r24753s1p493	125	0	0	0	0
r24754s1p16371	291	0	0	0	0
r24755s1p647	273	0	0	0	0
r24756s1p30667	287	0	0	0	0
r24757s1p25415	159	0	0	0	0
r24758s1p15049	290	0	0	0	0
r24759s1p17982	291	0	0	0	0
r24760s1p3414	289	0	0	0	0
r24761s1p23637	146	0	1	1	1
r24762s1p9864	290	0	0	0	0
r24763s1p17132	289	0	0	0	0
r24764s1p27138	289	0	0	0	0
r24765s1p3879	291	0	0	0	0
r24766s1p945	290	0	0	0	0
r24767s1p28822	290	0	0	0	0
r24768s1p15817	285	0	0	0	0
r24769s1p1763	289	0	0	0	0
r24770s1p19877	291	0	0	0	0
r24771s1p21299	221	0	0	0	0
r24772s1p27659	289	0	0	0	0
r24773s1p19749	290	0	0	0	0
r24774s1p25424	168	0	0	0	0
r24775s1p28500	289	0	0	0	0
r24777s1p18683	289	0	0	0	0
r24778s1p6422	291	0	0	0	0
r24779s1p30969	288	0	0	0	0
r24780s1p14730	292	0	0	0	0
r24781s1p18974	290	0	0	0	0
r24782s1p14262	291	0	0	0	0
r24783s1p12148	289	0	0	1	0
r24784s1p3431	289	0	0	0	0
r24785s1p21602	291	0	0	0	0
r24786s1p23916	289	0	0	0	0
r24787s1p7432	290	0	0	0	0
r24788s1p23399	188	0	1	1	1
r24789s1p18997	289	0	0	0	0
r24790s1p28616	291	0	0	0	0
r24791s1p22428	289	0	0	0	0
r24792s1p12614	289	0	0	0	0
r24793s1p2516	293	0	0	0	0
r24794s1p6240	290	0	0	0	0
r24795s1p24053	289	0	0	0	0
r24796s1p21143	111	0	0	0	0
r24798s1p8817	290	0	0	0	0
r24799s1p13033	252	0	0	0	0
r24800s1p21831	289	0	0	0	0
r24801s1p9860	290	0	0	0	0
r24802s1p17469	291	0	0	0	0
r24803s1p13007	226	0	0	0	0
r24804s1p10316	291	0	0	0	0
r24805s1p8693	289	0	0	0	0
r24807s1p30395	286	0	0	0	0
r24808s1p16162	223	0	0	0	0
r24809s1p25901	43	0	0	0	0
r24810s1p20119	289	0	0	0	0
r24812s1p12664	249	0	0	0	0
r24813s1p5444	290	0	0	0	0
r24814s1p22652	290	0	0	0	0
r24815s1p17627	289	0	0	0	0
r24816s1p15707	289	0	0	0	0
r24817s1p3850	289	0	0	0	0
r24818s1p14918	292	0	0	0	0
r24819s1p30892	289	0	0	0	0
r24820s1p24030	290	0	0	0	0
r24821s1p29508	287	0	0	0	0
r24822s1p16213	273	0	0	0	0
r24823s1p23432	219	0	1	1	1
r24824s1p15966	176	0	0	0	0
r24825s1p10590	291	0	0	0	0
r24826s1p24309	293	0	0	0	0
r24827s1p13120	291	0	0	0	0
r24828s1p11133	289	0	0	0	0
r24829s1p22727	289	0	0	0	0
r24830s1p21195	120	0	0	0	0
r24831s1p12528	288	0	0	0	0
r24832s1p25922	36	0	0	0	0
r24833s1p21849	288	0	0	0	0
r24835s1p4679	289	0	0	0	0
r24836s1p1122	289	0	0	0	0
r24837s1p28941	289	0	0	0	0
r24838s1p13270	291	0	0	0	0
r24839s1p24623	290	0	0	0	0
r24840s1p3821	291	0	0	0	0
r24841s1p12074	291	0	0	1	0
r24842s1p31461	9	0	0	0	0
r24842s1p31461	9	1	1	1	1
r24842s1p31461	9	1	1	1	1
r24844s1p1490	288	0	0	0	0
r24845s1p2581	293	0	0	0	0
r24846s1p18279	290	0	0	0	0
r24847s1p29413	288	0	0	0	0
r24848s1p8296	290	0	0	0	0
r24849s1p26062	171	0	0	0	0
r24850s1p16777	291	0	0	0	0
r24851s1p26969	289	0	0	0	0
r24852s1p9739	265	0	0	0	0
r24853s1p8043	290	0	0	0	0
r24854s1p24924	290	0	0	0	0
r24855s1p29754	289	0	0	0	0
r24857s1p5813	145	0	0	0	0
r24858s1p22671	290	0	0	0	0
r24859s1p17592	290	0	0	0	0
r24860s1p30010	290	0	0	0	0
r24861s1p16631	289	0	0	0	0
r24862s1p2251	292	0	0	0	0
r24863s1p24951	290	0	0	0	0
r24864s1p21687	290	0	0	0	0
r24865s1p8260	289	0	0	0	0
r24866s1p19489	290	0	0	0	0
r24867s1p24052	289	0	0	0	0
r24868s1p15064	289	0	0	0	0
r24869s1p24776	291	0	0	0	0
r24870s1p27721	288	0	0	0	0
r24871s1p7207	290	0	0	1	1
r24872s1p8010	288	0	0	0	0
r24873s1p14146	290	0	0	0	0
r24874s1p4724	288	0	0	0	0
r24875s1p24616	289	0	0	0	0
r24876s1p23213	185	0	0	0	0
r24877s1p17833	290	0	0	0	0
r24878s1p24030	290	0	0	0	0
r24879s1p29219	288	0	0	0	0
r24881s1p11749	291	0	0	0	0
r24883s1p11961	285	0	0	1	0
r24884s1p1429	289	0	0	0	0
r24885s1p14112	291	0	0	0	0
r24886s1p17427	289	0	0	0	0
r24887s1p6960	143	0	0	0	0
r24888s1p19249	289	0	0	0	0
r24889s1p14893	292	0	0	0	0
r24890s1p15877	228	0	0	0	0
r24891s1p29048	288	0	0	0	0
r24892s1p20985	195	0	0	0	0
r24893s1p17953	291	0	0	0	0
r24894s1p2093	292	0	0	0	0
r24895s1p5640	234	0	0	0	0
r24896s1p16807	292	0	0	0	0
r24897s1p21932	288	0	0	0	0
r24899s1p20521	290	0	0	0	0
r24900s1p26125	201	0	0	0	0
r24902s1p26272	187	0	0	0	0
r24903s1p29447	287	0	0	0	0
r24904s1p16632	289	0	0	0	0
r24905s1p19938	290	0	0	0	0
r24906s1p18390	290	0	0	0	0
r24907s1p13059	277	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
r24908s1p31468	3	0	0	0	0
