qName	blockSizes	Canada/Qc-L00240866/2020	England/LOND-124C7A4/2020	England/NORT-28118A/2020	England/OXON-B010C/2020	England/SHEF-CEE8C/2020	Greece/12/2020	Hangzhou/HZCDC6706/2020	India/CCMB_NIV5/2020	NC_045512v2	NorthernIreland/NIRE-FC0CB/2020	SaudiArabia/KAUST-Madinah262/2020	Scotland/CVR1003/2020	Spain/Teruel2427/2020	USA/AZ-ASU2943/2020	USA/CruiseA-26/2020	USA/DC-CDC-9096/2020	USA/FL-CDC-6318/2020	USA/MD-HP00016/2020	USA/MD-HP00032/2020	USA/NJ-NYUMC378/2020	USA/VA_6377/2020
r4757s2p11731	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4758s2p396	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4759s2p18515	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4760s2p19643	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4761s2p20450	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4762s2p12112	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4763s2p12262	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4764s2p27289	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4765s2p10635	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4766s2p30720	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4767s2p22893	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4768s2p16833	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4769s2p14524	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4770s2p26921	290	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
r4771s2p28939	289	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1
r4772s2p24275	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4773s2p5571	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4774s2p26892	288	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
r4775s2p28186	290	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	1
r4776s2p9689	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4777s2p30955	288	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4778s2p30839	289	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4779s2p26735	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4780s2p26611	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4781s2p14711	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4784s2p28155	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4786s2p19013	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4787s2p13660	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4789s2p4863	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4790s2p14889	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4792s2p9236	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4793s2p2527	293	2	2	2	2	2	2	2	2	2	0	2	2	2	0	2	2	2	2	0	2	2
r4794s2p5015	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4795s2p7980	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4796s2p5714	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4797s2p30754	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4798s2p6417	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4799s2p26114	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4800s2p26513	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4801s2p30495	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4802s2p21715	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4803s2p22245	292	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
r4804s2p15189	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4805s2p28027	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4806s2p22184	291	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
r4807s2p7321	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4808s2p6119	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4809s2p26483	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4810s2p4372	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4811s2p19073	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4812s2p9707	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4813s2p8398	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4814s2p28005	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4815s2p10151	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4816s2p31459	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4817s2p8587	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4818s2p19737	290	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
r4819s2p27481	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4820s2p7483	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4821s2p959	289	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
r4822s2p2061	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4823s2p2057	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4824s2p23381	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4825s2p14673	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4826s2p1483	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4827s2p24315	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4828s2p9703	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4829s2p30019	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4830s2p30917	289	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4831s2p5787	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4832s2p12520	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4833s2p5123	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4834s2p26349	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4835s2p31033	287	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4836s2p8629	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4837s2p22028	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4838s2p17498	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4839s2p2383	292	2	2	2	2	2	2	2	2	2	0	2	2	2	0	2	2	2	2	0	2	2
r4840s2p30907	289	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4841s2p4752	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4842s2p12411	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4843s2p6465	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4844s2p12670	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4845s2p13527	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4846s2p28545	290	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4847s2p7687	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4848s2p15398	289	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1
r4849s2p13133	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4850s2p4395	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4851s2p12383	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4852s2p17708	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4853s2p19762	290	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
r4854s2p26540	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4855s2p24893	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4856s2p2035	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4857s2p15843	260	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1
r4858s2p29593	288	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
r4859s2p7712	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4860s2p17211	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4861s2p12849	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4862s2p16313	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4863s2p12703	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4864s2p20479	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4865s2p13964	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4866s2p12897	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4867s2p12304	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4868s2p4783	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4869s2p12616	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4870s2p12266	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4871s2p7261	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4872s2p28519	289	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4873s2p20747	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4874s2p5179	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4875s2p20789	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4876s2p27395	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4877s2p3106	180	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1
r4879s2p10837	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4880s2p8434	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4881s2p1320	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4882s2p5798	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4884s2p13831	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4885s2p7900	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4886s2p9731	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4887s2p5913	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4888s2p19203	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4889s2p21673	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4891s2p25065	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4892s2p2921	288	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1
r4893s2p6230	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4894s2p14657	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4895s2p26893	289	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
r4896s2p30743	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4898s2p19081	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4899s2p18632	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4900s2p7032	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4901s2p1774	289	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4902s2p29397	288	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
r4903s2p3266	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4904s2p748	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4905s2p3223	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4906s2p6624	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4907s2p28221	290	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	1
r4908s2p6005	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4909s2p27669	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4910s2p1672	290	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4911s2p29327	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4912s2p11728	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4913s2p26397	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4914s2p5001	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4915s2p10478	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4916s2p25204	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4917s2p8863	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4918s2p28936	289	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1
r4919s2p8895	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4920s2p8793	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4921s2p20052	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4922s2p27293	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4923s2p24103	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4924s2p18369	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4925s2p20903	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4926s2p569	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4927s2p21258	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4928s2p30498	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4930s2p29578	289	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
r4931s2p3287	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4932s2p27651	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4933s2p26710	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4934s2p23521	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4935s2p7644	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4936s2p6681	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4937s2p8284	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4938s2p14785	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4939s2p438	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4941s2p10997	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4942s2p20892	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4943s2p9410	250	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4944s2p28637	290	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4945s2p6029	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4946s2p8134	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4947s2p13106	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4949s2p21148	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4950s2p1295	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4951s2p19406	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4952s2p7987	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4954s2p12575	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4955s2p10731	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4956s2p24234	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4957s2p26478	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4958s2p3099	181	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1
r4959s2p8941	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4960s2p11420	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4961s2p4899	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4962s2p4370	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4964s2p24758	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4965s2p25684	226	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1
r4966s2p22419	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4967s2p4543	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4968s2p18832	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4969s2p23095	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4970s2p9550	195	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4971s2p13209	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4972s2p5305	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4973s2p9819	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4974s2p8443	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4975s2p19882	291	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
r4976s2p28684	290	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4977s2p23453	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4979s2p9795	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4980s2p21757	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4981s2p4983	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4982s2p13027	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4983s2p1404	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4984s2p29777	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4987s2p29106	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4988s2p19581	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4989s2p2534	292	2	2	2	2	2	2	2	2	2	0	2	2	2	0	2	2	2	2	0	2	2
r4990s2p14945	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4991s2p13301	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4992s2p1711	289	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4994s2p18614	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4995s2p16200	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4996s2p25958	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4997s2p8987	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4998s2p24464	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4999s2p9565	195	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r5000s2p25925	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r1s3p29438	287	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
r2s3p11151	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r3s3p27946	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r4s3p8400	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r5s3p728	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r6s3p25157	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r7s3p9134	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r9s3p8229	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r10s3p3249	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r11s3p7658	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r13s3p23914	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r14s3p23934	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r15s3p7692	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r16s3p8886	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r17s3p9433	227	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r18s3p30964	288	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r19s3p1509	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r20s3p20970	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r21s3p6756	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r22s3p3536	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23s3p25724	187	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	1	0	0
r24s3p10089	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r25s3p2568	292	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
r26s3p3589	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r27s3p25310	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r28s3p15084	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r29s3p26717	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r30s3p13467	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r31s3p28645	290	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
r32s3p23715	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r33s3p15070	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r34s3p805	288	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
