qName	blockSizes	Canada/Qc-L00240866/2020	England/LOND-124C7A4/2020	England/NORT-28118A/2020	England/OXON-B010C/2020	Hangzhou/HZCDC6706/2020	India/CCMB_NIV5/2020	NC_045512v2	NorthernIreland/NIRE-FC0CB/2020	Spain/Teruel2427/2020	USA/AZ-ASU2943/2020	USA/CruiseA-26/2020	USA/DC-CDC-9096/2020	USA/FL-CDC-6318/2020	USA/MD-HP00016/2020	USA/MD-HP00032/2020
r23934s1p7749	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23935s1p15717	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23936s1p20544	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23937s1p21468	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23938s1p15976	176	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
r23939s1p15799	289	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
r23940s1p23085	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23941s1p28550	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23942s1p4264	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23943s1p13758	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23944s1p28938	289	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1
r23945s1p15292	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23946s1p13287	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23947s1p21689	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23948s1p15413	290	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1
r23949s1p7572	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23950s1p8625	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23951s1p27179	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23952s1p29121	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23953s1p9470	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23954s1p10311	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23955s1p13391	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23956s1p6455	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23957s1p19657	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23958s1p3806	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23959s1p4853	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23960s1p20038	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23961s1p30203	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23963s1p11505	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23965s1p27615	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23966s1p11711	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23967s1p13818	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23968s1p21753	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23969s1p30545	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23970s1p5370	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23971s1p901	289	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1
r23972s1p7395	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23973s1p23270	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23974s1p7666	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23975s1p30902	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23976s1p10232	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23977s1p10969	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23978s1p5872	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23979s1p30355	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23980s1p4679	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23981s1p11692	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23982s1p8615	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23983s1p17499	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23984s1p18219	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23985s1p6989	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23986s1p9370	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23987s1p15497	289	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1
r23988s1p28921	289	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1
r23989s1p3825	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23990s1p8360	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23991s1p602	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23992s1p714	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23993s1p20239	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23994s1p6607	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23995s1p22981	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23996s1p26188	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23997s1p5547	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r23998s1p7632	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24000s1p3449	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24001s1p24094	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24002s1p1666	290	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
r24003s1p29047	288	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1
r24004s1p17076	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24005s1p26951	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24006s1p2945	264	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1
r24007s1p2634	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24008s1p18698	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24009s1p12014	286	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1
r24010s1p22121	292	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
r24011s1p17270	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24012s1p24286	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24013s1p15727	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24014s1p431	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24015s1p6403	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24016s1p20194	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24017s1p4463	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24018s1p30471	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24019s1p11636	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24020s1p16082	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24021s1p6969	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24022s1p13219	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24023s1p3131	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24024s1p23986	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24025s1p23377	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24026s1p17865	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24027s1p17437	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24028s1p3980	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24029s1p7092	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24030s1p2407	293	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2
r24031s1p9507	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24032s1p22998	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24033s1p2181	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24034s1p6453	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24035s1p29311	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24036s1p26835	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24037s1p19440	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24038s1p6080	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24039s1p16877	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24040s1p12618	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24042s1p20744	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24043s1p25499	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24044s1p17280	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24045s1p25137	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24047s1p22020	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24048s1p22330	291	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
r24049s1p20366	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24050s1p18075	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24051s1p20457	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24052s1p13586	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24053s1p17293	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24054s1p2956	253	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1
r24055s1p5759	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24056s1p10198	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24057s1p3461	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24059s1p27321	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24060s1p24583	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24061s1p15722	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24062s1p25827	116	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1
r24064s1p569	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24065s1p1338	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24066s1p17634	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24067s1p11466	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24068s1p8549	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24069s1p1302	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24070s1p15920	186	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
r24071s1p5090	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24072s1p11590	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24073s1p13998	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24074s1p14981	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24075s1p1410	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24076s1p29332	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24077s1p28179	289	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1
r24078s1p8497	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24079s1p8341	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24080s1p19162	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24081s1p1043	290	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1
r24082s1p8804	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24083s1p20749	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24084s1p25273	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24085s1p4392	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24086s1p16153	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24087s1p7678	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24088s1p21400	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24089s1p29604	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24091s1p7636	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24092s1p20572	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24093s1p13218	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24094s1p4658	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24095s1p31191	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24096s1p2172	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24097s1p21483	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24098s1p29490	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24099s1p29910	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24100s1p18443	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24101s1p25120	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24102s1p28143	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24103s1p10877	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24104s1p22888	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24105s1p11388	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24106s1p20461	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24107s1p15277	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24108s1p9281	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24109s1p13391	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24110s1p25090	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24111s1p12161	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24112s1p19244	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24113s1p14411	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24114s1p5273	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24115s1p21727	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24117s1p19088	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24119s1p2481	292	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2
r24121s1p24102	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24122s1p27791	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24123s1p26383	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24124s1p13525	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24125s1p17651	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24126s1p27267	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24127s1p30476	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24128s1p26191	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24129s1p25812	130	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1
r24130s1p12739	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24131s1p19081	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24132s1p1811	289	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
r24134s1p6877	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24135s1p17505	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24136s1p7003	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24137s1p21678	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24138s1p13098	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24139s1p31207	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24140s1p19836	290	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
r24141s1p10825	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24143s1p28863	289	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1
r24144s1p15295	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24146s1p11870	285	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1
r24147s1p7056	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24148s1p21574	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24149s1p14959	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24150s1p31237	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24151s1p11981	287	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1
r24152s1p26368	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24153s1p16810	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24154s1p6842	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24155s1p27640	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24156s1p14273	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24157s1p20680	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24158s1p11769	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24159s1p13619	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24160s1p27414	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24161s1p22396	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24162s1p17395	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24163s1p447	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24164s1p29509	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24165s1p14674	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24166s1p24278	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24167s1p4315	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24168s1p23732	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24169s1p21615	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24170s1p25808	134	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1
r24171s1p3449	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24173s1p16048	177	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
r24174s1p4168	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24175s1p29603	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24176s1p7808	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24177s1p4461	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24178s1p9305	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24179s1p14154	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24180s1p4461	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24181s1p12126	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24182s1p30458	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24183s1p21463	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24184s1p14659	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24185s1p13392	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24186s1p20569	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24187s1p14861	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24188s1p3540	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24189s1p3019	193	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1
r24190s1p1026	290	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1
r24191s1p14828	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24192s1p4499	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24193s1p19505	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24194s1p23305	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24195s1p31387	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24196s1p22637	290	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
r24197s1p24066	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24198s1p23377	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24199s1p1028	290	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1
r24200s1p12725	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24201s1p22471	288	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
r24202s1p463	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24203s1p25358	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24204s1p15771	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24205s1p23441	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24206s1p14248	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24207s1p8223	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24208s1p21062	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24209s1p4359	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24210s1p21283	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24211s1p14445	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24212s1p18669	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24213s1p15637	290	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1
r24214s1p9550	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24215s1p13989	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24216s1p30467	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24217s1p29302	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24218s1p13623	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24219s1p3845	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24220s1p6484	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24221s1p10374	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24222s1p19183	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24223s1p6378	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24224s1p3606	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24225s1p31188	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24226s1p24736	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24227s1p29733	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24228s1p27344	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24229s1p15282	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24230s1p10146	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24231s1p2180	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24232s1p7898	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24233s1p14367	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24234s1p18514	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24235s1p17565	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24236s1p17722	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24237s1p9962	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24238s1p30432	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24239s1p18231	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24240s1p9560	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24241s1p29938	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24243s1p16096	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24244s1p3020	192	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1
r24245s1p11604	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24246s1p19276	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24247s1p3072	180	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1
r24248s1p5261	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24249s1p22504	290	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
r24250s1p7406	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24251s1p9987	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24252s1p3325	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24253s1p29389	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24254s1p6874	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24255s1p2827	290	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1
r24256s1p25850	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24257s1p16731	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24258s1p25155	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24259s1p24827	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24260s1p20380	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24261s1p22433	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24262s1p26020	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24263s1p19551	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24264s1p13669	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24266s1p19429	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24267s1p4060	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24268s1p1747	289	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
r24269s1p22932	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24270s1p4229	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24271s1p29766	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24272s1p13139	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24273s1p7339	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24274s1p17522	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24275s1p5749	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24276s1p9178	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24277s1p29255	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24278s1p3311	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24279s1p13785	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24280s1p11600	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24281s1p13138	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24282s1p25122	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24283s1p26795	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24284s1p537	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r24285s1p8122	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
